id,property_type,neighborhood,original_price,sale_price,days_to_sell,agent
496,Condo,Capitol Hill,359907,337253,107,Chris Smith
497,Condo,West Seattle,816632,869029,7,David Smith
498,Apartment,South Lake Union,668320,620510,5,Chris Miller
499,Apartment,Beacon Hill,1334033,1413562,24,Mike Miller
500,Condo,South Lake Union,699289,776471,54,Chris Johnson
501,Apartment,South Lake Union,350195,383330,97,Mike Moore
502,House,South Lake Union,785605,831819,110,Sarah Wilson
503,House,Capitol Hill,910652,1020543,18,Jane Williams
504,Apartment,Capitol Hill,770624,854968,120,Sarah Smith
505,Condo,West Seattle,491745,497418,51,Emily Jones
506,House,Capitol Hill,1473393,1586123,70,John Williams
507,House,Ballard,801816,757214,76,Sarah Moore
508,House,Capitol Hill,401062,449343,105,Chris Miller
509,Condo,Capitol Hill,859429,915526,42,Mike Taylor
510,Condo,Ballard,676915,643015,17,Mike Taylor
511,House,Ballard,1044098,1218847,71,Lisa Miller
512,Apartment,Beacon Hill,1255627,1497040,100,Laura Jones
513,Condo,West Seattle,838963,823543,64,Emily Miller
514,Condo,West Seattle,1437854,1301859,112,Laura Smith
515,House,South Lake Union,1141509,1110777,75,Lisa Johnson
516,Apartment,Northgate,368840,423802,106,Mike Johnson
517,Condo,Ballard,1046059,1178023,47,David Davis
518,Condo,Beacon Hill,478976,554909,58,Lisa Jones
519,House,South Lake Union,550136,498774,11,Chris Wilson
520,Apartment,South Lake Union,1400567,1333535,34,Sarah Davis
521,Condo,Ballard,1328407,1553605,12,Lisa Moore
522,House,Capitol Hill,303369,321441,43,Emily Miller
523,Condo,South Lake Union,1452503,1524017,46,Laura Davis
524,House,Beacon Hill,772209,769151,28,Mike Miller
525,Apartment,South Lake Union,374058,436823,3,Emily Smith
526,Condo,Ballard,1308983,1433610,65,Chris Johnson
527,Condo,Beacon Hill,366296,429806,81,Sarah Moore
528,Condo,South Lake Union,352058,390348,116,Chris Wilson
529,House,South Lake Union,1030259,1224696,8,Chris Johnson
530,Condo,Capitol Hill,710008,655905,23,John Miller
531,Apartment,Ballard,1018529,1110473,109,Chris Taylor
532,Condo,Northgate,485429,573294,53,Sarah Taylor
533,Condo,Ballard,411314,461877,67,Mike Miller
534,House,Downtown,1147665,1165631,55,Laura Davis
535,Apartment,Beacon Hill,602349,641851,39,Laura Wilson
536,Condo,Ballard,457809,441510,117,Sarah Taylor
537,Apartment,Capitol Hill,520482,487498,18,David Williams
538,Apartment,Capitol Hill,599513,665943,104,Chris Brown
539,House,West Seattle,446069,507218,55,Lisa Moore
540,Apartment,South Lake Union,992872,1176070,119,Chris Miller
541,Condo,Ballard,887116,1029334,117,Sarah Williams
542,House,Downtown,618997,609266,86,Laura Jones
543,House,Beacon Hill,1407874,1583777,40,Jane Davis
544,Apartment,South Lake Union,1193561,1089403,110,Tom Wilson
545,House,Capitol Hill,490021,452874,24,David Miller
546,House,Northgate,890436,958771,86,Lisa Jones
547,Condo,South Lake Union,869494,928682,103,David Williams
548,House,Ballard,1453371,1378966,2,Mike Brown
549,Condo,South Lake Union,319677,360447,75,Mike Moore
550,Condo,Downtown,580276,640820,58,Laura Jones
551,Condo,Capitol Hill,434162,468878,95,Mike Moore
552,Apartment,Downtown,585766,545321,43,David Miller
553,Condo,Northgate,417982,393905,27,Mike Brown
554,Condo,West Seattle,1033382,1031720,97,John Williams
555,Condo,Beacon Hill,1117069,1220920,80,John Jones
556,Apartment,Downtown,857898,805769,81,John Moore
557,Apartment,Beacon Hill,709644,804813,56,Sarah Smith
558,Condo,Northgate,640194,590894,44,Emily Moore
559,Condo,Beacon Hill,1108580,1267605,97,Emily Smith
560,Condo,Beacon Hill,1090240,1116548,19,Chris Brown
561,House,South Lake Union,400141,393845,111,Laura Davis
562,House,West Seattle,695792,822141,99,Tom Jones
563,Condo,Downtown,763082,799226,24,Emily Jones
564,House,Capitol Hill,361958,370908,6,Tom Taylor
565,Apartment,Capitol Hill,1319820,1210703,62,Emily Jones
566,Condo,Beacon Hill,1419096,1625805,1,Chris Brown
567,Apartment,Downtown,816912,777581,118,Mike Taylor
568,Apartment,South Lake Union,995833,939919,10,Mike Brown
569,Condo,Capitol Hill,1465714,1376780,37,Chris Johnson
570,Condo,Downtown,1474156,1387348,30,Lisa Moore
571,Condo,Downtown,1151431,1096677,23,Lisa Jones
572,Apartment,Downtown,555636,518342,18,John Davis
573,House,West Seattle,884173,920294,69,Emily Brown
574,Condo,Northgate,1025922,1199132,49,John Wilson
575,Condo,Northgate,1290941,1290206,99,Emily Wilson
576,Condo,Beacon Hill,606675,691862,49,Emily Wilson
577,Apartment,West Seattle,877104,794294,55,Laura Jones
578,House,Northgate,546184,498028,85,Sarah Williams
579,House,Ballard,1192066,1217264,84,Emily Brown
580,House,Ballard,843313,897877,11,David Wilson
581,House,Ballard,1017790,1220939,119,Chris Jones
582,Condo,Downtown,826841,989538,34,Lisa Johnson
583,Condo,Northgate,1418715,1310819,20,Mike Miller
584,House,West Seattle,654435,760983,100,Tom Wilson
585,Condo,West Seattle,1262290,1407471,46,Mike Jones
586,House,Ballard,881047,969257,71,David Brown
587,House,Northgate,1174556,1246378,103,Sarah Moore
588,House,Downtown,910012,1021651,7,John Williams
589,Condo,Beacon Hill,1099187,1240741,48,David Miller
590,Apartment,Northgate,1283278,1443652,1,David Johnson
591,House,Downtown,1254588,1184387,111,Chris Taylor
592,Condo,Ballard,381594,372823,31,Chris Johnson
593,House,South Lake Union,629974,673321,23,Chris Smith
594,Condo,Ballard,1313413,1320469,64,Sarah Davis
595,House,Beacon Hill,1409201,1678377,78,Chris Smith
596,House,Capitol Hill,1247711,1208215,3,Mike Jones
597,Condo,South Lake Union,1340137,1447747,14,Jane Williams
598,Apartment,West Seattle,390744,455693,23,Laura Johnson
599,Condo,Capitol Hill,511754,517629,18,Emily Johnson
600,House,Capitol Hill,990530,1137908,16,Emily Smith
601,Condo,South Lake Union,357172,366711,120,Lisa Smith
602,House,Ballard,725994,790971,7,John Williams
603,Apartment,Downtown,968645,1070179,24,Sarah Taylor
604,House,West Seattle,1440207,1687586,32,David Williams
605,Apartment,Northgate,1377335,1359258,46,Mike Davis
606,House,Downtown,1492498,1759585,42,Emily Wilson
607,Apartment,Ballard,670273,777700,84,Lisa Wilson
608,Apartment,Northgate,1461445,1437408,71,Chris Smith
609,House,Downtown,935025,1059434,25,David Williams
610,House,Downtown,585814,620321,7,Chris Miller
611,Apartment,Northgate,1239031,1454094,72,Lisa Moore
612,House,South Lake Union,539823,562881,93,Tom Williams
613,Apartment,Capitol Hill,1342249,1222890,110,Tom Jones
614,Condo,West Seattle,808377,811568,53,Chris Taylor
615,Condo,South Lake Union,1003701,1189833,22,Lisa Moore
616,Condo,Northgate,852528,894433,97,Lisa Smith
617,House,Northgate,791803,820089,72,Lisa Johnson
618,Apartment,Downtown,1443013,1613678,44,Emily Johnson
619,Apartment,Northgate,316917,357886,34,Chris Smith
620,Condo,Northgate,1047279,1095666,80,Tom Williams
621,Condo,Beacon Hill,427854,408806,60,Mike Brown
622,House,Northgate,778806,883331,32,Tom Davis
623,Apartment,Ballard,1086835,1038020,94,Mike Miller
624,House,South Lake Union,953287,1073247,120,Sarah Taylor
625,Apartment,Beacon Hill,1064431,1236044,86,Sarah Brown
626,Condo,Capitol Hill,765844,892496,117,Tom Jones
627,Apartment,West Seattle,1377691,1361918,39,John Davis
628,House,Ballard,1250963,1490578,25,Tom Taylor
629,Apartment,South Lake Union,464373,487009,11,Tom Williams
630,Condo,Capitol Hill,938526,940476,65,David Wilson
631,Apartment,West Seattle,825221,973432,54,John Brown
632,Apartment,South Lake Union,1098278,1036957,6,Mike Davis
633,Apartment,Downtown,804217,808831,20,Lisa Jones
634,Condo,West Seattle,1062482,1114534,23,John Williams
635,House,South Lake Union,998254,1044412,29,Chris Taylor
636,Apartment,Ballard,963361,1118695,90,Chris Williams
637,House,South Lake Union,716477,796549,29,Laura Moore
638,Apartment,Capitol Hill,464850,539665,111,Sarah Jones
639,Condo,Beacon Hill,1016093,1023950,6,Chris Wilson
640,House,West Seattle,405602,473572,16,Tom Wilson
641,Condo,Capitol Hill,1430978,1522280,52,Laura Williams
642,Apartment,Ballard,549289,516221,44,Tom Williams
643,Apartment,Downtown,905321,857358,70,Mike Moore
644,Apartment,Downtown,521372,519678,30,Chris Brown
645,House,Northgate,1464933,1749485,36,Laura Moore
646,Apartment,Ballard,1273432,1495519,100,Chris Brown
647,House,South Lake Union,973223,901056,52,Emily Miller
648,Apartment,South Lake Union,987666,1160692,29,Tom Jones
649,Apartment,South Lake Union,465138,504404,80,Sarah Taylor
650,Apartment,Capitol Hill,1368877,1591703,2,Chris Miller
651,Apartment,West Seattle,1128171,1165123,7,David Taylor
652,House,Capitol Hill,665609,769992,120,Mike Brown
653,Condo,South Lake Union,1175914,1251913,77,Sarah Taylor
654,Condo,West Seattle,1060648,1138278,10,Laura Williams
655,Condo,Ballard,948084,875238,113,Sarah Davis
656,Condo,South Lake Union,1427734,1323726,120,John Taylor
657,Condo,South Lake Union,1041364,1160146,41,Tom Jones
658,Apartment,Downtown,624445,587696,31,Sarah Moore
659,House,Capitol Hill,500244,523658,16,John Wilson
660,House,Ballard,724105,773972,19,Sarah Davis
661,House,Northgate,307803,293125,106,Sarah Williams
662,Apartment,South Lake Union,912188,999120,75,Tom Williams
663,House,Downtown,1083734,985756,37,Lisa Jones
664,Apartment,West Seattle,593830,701720,77,David Williams
665,Apartment,Capitol Hill,736363,681639,85,Tom Jones
666,Condo,West Seattle,520943,589329,75,Mike Davis
667,Apartment,Downtown,788254,874592,99,Tom Wilson
668,Condo,South Lake Union,538024,516919,96,Mike Brown
669,Apartment,West Seattle,810724,857232,3,Laura Williams
670,Apartment,Ballard,780697,848362,20,John Davis
671,Condo,Beacon Hill,1174459,1371467,86,Emily Davis
672,House,West Seattle,1182365,1083565,40,Sarah Wilson
673,House,Capitol Hill,1067315,1222552,35,Emily Moore
674,Condo,Northgate,927528,873262,95,Tom Williams
675,House,Beacon Hill,1267612,1144255,54,Mike Smith
676,House,Downtown,793154,777823,75,Emily Davis
677,Apartment,Beacon Hill,1131382,1209370,115,Chris Miller
678,House,South Lake Union,1259481,1460122,33,Mike Davis
679,Condo,South Lake Union,446699,480343,114,Jane Taylor
680,House,Downtown,1457684,1524489,38,Sarah Taylor
681,Apartment,Northgate,895730,926178,92,John Brown
682,House,Downtown,1038998,1021850,114,Lisa Smith
683,Apartment,Downtown,536561,485521,35,Lisa Wilson
684,House,Ballard,1337995,1494138,56,Mike Wilson
685,Condo,Capitol Hill,551284,661109,105,Jane Brown
686,Condo,Capitol Hill,1106321,1245532,82,Emily Brown
687,Apartment,South Lake Union,598451,587415,58,Lisa Davis
688,House,South Lake Union,1288115,1325797,34,David Brown
689,House,South Lake Union,1169952,1402764,110,Emily Miller
690,Apartment,Ballard,590334,615341,87,Laura Davis
691,Condo,South Lake Union,1237334,1238902,8,Chris Wilson
692,House,Downtown,1053792,1019924,79,Lisa Johnson
693,Condo,Beacon Hill,1018495,941350,108,Tom Wilson
694,House,Ballard,841611,865439,12,David Williams
695,Condo,Ballard,1421371,1560301,65,John Williams
696,Condo,Northgate,816442,762608,88,Chris Wilson
697,Condo,Ballard,429035,429009,116,David Williams
698,Condo,Capitol Hill,516499,470931,43,Sarah Moore
699,House,Northgate,912498,955717,3,David Williams
700,House,Ballard,1449223,1665585,94,Chris Taylor
701,House,Downtown,1392780,1610447,2,Sarah Taylor
702,House,West Seattle,534159,600681,19,Tom Taylor
703,Condo,Northgate,1309906,1345205,83,Lisa Smith
704,Apartment,Ballard,829634,834668,29,Sarah Moore
705,House,West Seattle,604655,631654,60,David Davis
706,Apartment,Capitol Hill,948070,857596,102,Tom Williams
707,Condo,West Seattle,1219727,1226220,58,Emily Wilson
708,House,Ballard,345694,356679,57,Chris Smith
709,House,South Lake Union,748442,835688,109,Tom Wilson
710,Condo,Ballard,1183273,1248681,86,Sarah Williams
711,House,Downtown,1321957,1567210,77,Sarah Moore
712,Condo,Beacon Hill,519650,522017,116,Chris Brown
713,Apartment,Northgate,1280722,1280197,78,Chris Miller
714,Apartment,Capitol Hill,909607,919693,38,Tom Taylor
715,Apartment,Ballard,333672,311457,62,Tom Williams
716,Condo,Capitol Hill,538752,596835,1,Tom Jones
717,Apartment,South Lake Union,837806,869345,107,Lisa Moore
718,Apartment,Capitol Hill,1073935,984976,118,Laura Brown
719,Apartment,Downtown,1333543,1591453,63,John Jones
720,Apartment,Downtown,722271,823370,109,Chris Taylor
721,Apartment,Ballard,1282719,1270650,2,David Miller
722,Apartment,Ballard,1188188,1289918,84,Chris Taylor
723,Condo,South Lake Union,592194,684125,19,John Davis
724,Apartment,Ballard,504633,528099,9,Mike Jones
725,Apartment,Beacon Hill,1330310,1370126,50,Tom Taylor
726,House,Ballard,866330,791918,41,Mike Moore
727,Apartment,Northgate,467663,430238,33,Sarah Taylor
728,Condo,Northgate,973134,906906,104,John Davis
729,Condo,Northgate,895748,923577,72,David Williams
730,Apartment,Capitol Hill,714050,758444,112,Chris Brown
731,House,South Lake Union,761329,775453,118,Sarah Williams
732,Apartment,South Lake Union,558098,636387,61,David Johnson
733,Apartment,Northgate,1427242,1364531,19,Chris Miller
734,Apartment,South Lake Union,1187190,1417603,66,Lisa Jones
735,Apartment,West Seattle,1138613,1319943,86,Sarah Moore
736,Apartment,Capitol Hill,980246,940018,102,Lisa Moore
737,Apartment,Northgate,1195659,1190977,23,Chris Brown
738,House,Capitol Hill,1494825,1695759,3,Emily Wilson
739,Condo,West Seattle,607831,697404,69,David Davis
740,Condo,South Lake Union,943942,946646,85,Tom Jones
741,Apartment,Capitol Hill,654653,647826,102,Emily Brown
742,House,Northgate,1286067,1161326,63,Lisa Smith
743,Condo,Beacon Hill,1331557,1518900,36,John Williams
744,Apartment,West Seattle,1124542,1112262,18,Lisa Wilson
745,Apartment,South Lake Union,328107,349948,74,Lisa Johnson
746,Apartment,Northgate,812656,862570,41,Chris Moore
747,Apartment,South Lake Union,600427,545906,16,David Smith
748,Apartment,Ballard,391036,457376,47,Chris Taylor
749,Condo,Beacon Hill,1377702,1359156,72,Chris Brown
750,Apartment,West Seattle,1230554,1277035,93,Lisa Davis
751,Apartment,Beacon Hill,971729,1055837,114,Laura Jones
752,Apartment,Downtown,1025030,1200495,79,Chris Taylor
753,House,West Seattle,1150480,1179566,14,Lisa Moore
754,Condo,Capitol Hill,946215,1097355,113,Jane Taylor
755,House,Downtown,1318839,1570976,108,John Brown
756,House,West Seattle,1093135,1133445,61,Chris Wilson
757,Apartment,Ballard,362689,408137,12,Emily Wilson
758,Condo,Downtown,305263,296902,45,Laura Taylor
759,House,Capitol Hill,1261790,1473893,63,John Johnson
760,Apartment,Downtown,1183119,1362459,80,Tom Jones
761,Condo,Capitol Hill,683760,793590,53,Lisa Smith
762,House,South Lake Union,1118984,1306870,24,Emily Brown
763,House,Downtown,801552,772006,94,Sarah Williams
764,Apartment,Ballard,946966,1059121,57,Sarah Jones
765,Apartment,Capitol Hill,824408,791204,52,Sarah Johnson
766,Apartment,Capitol Hill,1017631,1003569,110,Lisa Moore
767,Condo,Downtown,377440,431898,17,Emily Moore
768,Apartment,Capitol Hill,628172,584911,47,Emily Smith
769,Apartment,Capitol Hill,1478685,1337199,5,Laura Brown
770,Condo,Capitol Hill,1086735,1276478,9,Lisa Davis
771,Apartment,Beacon Hill,479357,471556,119,Tom Moore
772,House,Ballard,1034577,1098991,118,Mike Moore
773,Condo,Northgate,661827,638363,38,Jane Johnson
774,House,Capitol Hill,339789,375884,42,Mike Johnson
775,Condo,South Lake Union,726935,689947,79,Laura Johnson
776,House,Beacon Hill,552468,644289,41,David Johnson
777,Apartment,Beacon Hill,1120955,1298451,81,Mike Brown
778,Apartment,South Lake Union,373772,446524,111,David Davis
779,Condo,Capitol Hill,924250,1073091,47,John Miller
780,Condo,South Lake Union,1379827,1626268,71,Lisa Jones
781,House,Beacon Hill,1286813,1218632,33,Jane Johnson
782,Condo,Northgate,1173006,1056008,86,Tom Jones
783,House,Northgate,1170480,1390333,31,Laura Wilson
784,House,Downtown,1235154,1228094,62,Mike Smith
785,Apartment,South Lake Union,1187438,1100124,42,Emily Johnson
786,House,South Lake Union,566851,554758,74,John Davis
787,Apartment,Northgate,1407803,1477045,16,Jane Johnson
788,House,South Lake Union,1075771,1088518,111,Tom Taylor
789,Condo,South Lake Union,636538,620441,27,Sarah Moore
790,Apartment,Downtown,505932,465654,59,Mike Davis
791,Apartment,Capitol Hill,512475,500073,119,Mike Brown
792,Condo,Beacon Hill,538178,495683,53,Chris Miller
793,House,Capitol Hill,852433,999221,31,Mike Smith
794,Apartment,South Lake Union,1372380,1325445,91,Emily Smith
795,Apartment,Ballard,1034446,1012046,18,Emily Wilson
796,Condo,South Lake Union,1497121,1531767,47,Jane Taylor
797,House,Downtown,1490608,1668591,73,Sarah Taylor
798,House,Downtown,529873,582293,34,Emily Smith
799,House,Downtown,389410,448038,25,Mike Taylor
800,House,South Lake Union,1036681,1093797,11,Chris Smith
801,Apartment,West Seattle,576215,546179,93,David Williams
802,Apartment,Capitol Hill,1484486,1644906,109,Mike Williams
803,House,Capitol Hill,711994,779683,106,John Brown
804,House,Capitol Hill,365981,345480,3,David Williams
805,Apartment,Beacon Hill,385526,436796,22,Laura Jones
806,Apartment,Beacon Hill,396898,359053,45,Emily Wilson
807,House,South Lake Union,1475539,1426939,44,Lisa Moore
808,House,Downtown,991620,958320,49,Lisa Smith
809,Condo,Capitol Hill,618613,570822,41,Sarah Moore
810,Condo,Ballard,1016584,1004663,53,Tom Williams
811,House,South Lake Union,1242180,1136508,101,Mike Taylor
812,House,Beacon Hill,399063,372097,97,Sarah Taylor
813,Apartment,West Seattle,713030,671099,40,Mike Johnson
814,House,Northgate,1290773,1544545,86,Jane Taylor
815,Condo,Beacon Hill,1484978,1512006,104,Emily Johnson
816,Condo,Beacon Hill,653579,719297,94,Lisa Johnson
817,Apartment,West Seattle,1033566,1178204,35,Lisa Johnson
818,Apartment,Northgate,1311105,1506828,34,David Williams
819,Condo,Downtown,1231035,1204225,42,Mike Brown
820,Apartment,Northgate,1467833,1415523,68,John Miller
821,Apartment,Northgate,878086,798892,18,Laura Williams
822,Apartment,Capitol Hill,501704,518245,47,John Wilson
823,Condo,Downtown,975037,999564,63,Chris Miller
824,House,Ballard,1389897,1567876,37,Emily Davis
825,Condo,Beacon Hill,324213,318845,116,Emily Moore
826,House,Beacon Hill,1271371,1457281,66,Mike Moore
827,Condo,Capitol Hill,587319,652435,81,Tom Moore
828,Condo,West Seattle,729472,734691,46,Emily Smith
829,Apartment,Ballard,1317913,1241377,111,Mike Smith
830,Apartment,Northgate,1482356,1745743,27,Lisa Jones
831,Condo,Downtown,960142,1003978,19,Chris Jones
832,House,West Seattle,426277,385005,55,Sarah Moore
833,House,Northgate,708214,840895,26,John Davis
834,Apartment,Northgate,603261,649602,106,Sarah Smith
835,House,South Lake Union,1317689,1289922,26,Lisa Wilson
836,Apartment,Ballard,1477653,1689350,67,David Johnson
837,Condo,Ballard,580407,605019,23,Mike Davis
838,Apartment,South Lake Union,1044005,1122013,69,Laura Williams
839,House,Capitol Hill,1257981,1474379,51,Sarah Williams
840,Condo,West Seattle,910119,875071,50,Sarah Brown
841,House,Downtown,1003992,1102627,39,Emily Johnson
842,House,Northgate,717624,668190,20,Mike Taylor
